,lam1.pct,lam2.pct,lam3.pct,max_nonlam,symbol,l1_v_lc,l1_v_nl,l2_v_lc,l2_v_nl,l3_v_lc,l3_v_nl
ENSG00000116649,20.8588957055215,28.695652173913,10.7317073170732,59.4228504122497,SRM,0.726900910949991,0.351024825648914,1.37570332480818,0.482906019735425,0.373983739837398,0.180598999250647
ENSG00000171824,25.7668711656442,17.3913043478261,9.75609756097561,22.3856209150327,EXOSC10,1.48159509202454,1.15104563163316,0.674948240165631,0.776896223421136,0.37862950058072,0.435819832650881
ENSG00000198793,21.4723926380368,18.2608695652174,6.82926829268293,18.6274509803922,MTOR,1.1758691206544,1.15272844688408,0.850434782608696,0.980320366132723,0.318048780487805,0.366623876765083
ENSG00000132879,16.5644171779141,7.82608695652174,2.92682926829268,12.3655913978495,FBXO44,2.11656441717791,1.3395572152574,0.472463768115942,0.63289224952741,0.176693766937669,0.236691410392365
ENSG00000116663,11.6564417177914,7.82608695652174,2.92682926829268,19.4035947712418,FBXO6,1.48943421949557,0.600736196319018,0.671395881006865,0.40333180778032,0.251091142490372,0.150839537869063
ENSG00000116670,21.4723926380368,21.7391304347826,5.85365853658537,30.9139784946237,MAD2L2,0.987730061349693,0.69458522272606,1.01242236024845,0.703213610586011,0.269268292682927,0.189353128313892
ENSG00000177674,39.8773006134969,32.1739130434783,9.26829268292683,43.3823529411765,AGTRAP,1.23942961366274,0.919205573463658,0.806822742474916,0.741635961680177,0.232420262664165,0.213642000826788
ENSG00000177000,17.1779141104294,16.5217391304348,3.90243902439024,21.9761499148211,MTHFR,1.03971585405231,0.781661673086983,0.961801242236025,0.75180316818335,0.227177700348432,0.177576101342409
ENSG00000011021,14.7239263803681,13.0434782608696,4.8780487804878,13.9297385620915,CLCN6,1.12883435582822,1.05701383516543,0.885869565217391,0.936376386586765,0.33130081300813,0.350189542951148
ENSG00000116685,15.3374233128834,14.7826086956522,3.41463414634146,16.5032679738562,KIAA2013,1.037531577048,0.929356739354917,0.963826086956522,0.895738269479122,0.222634146341463,0.206906544312968
ENSG00000083444,28.8343558282209,26.0869565217391,4.39024390243902,27.6881720430108,PLOD1,1.10531697341513,1.04139615224254,0.904717853839038,0.942169691853103,0.152257394914375,0.158560265214303
ENSG00000116688,14.7239263803681,11.304347826087,8.78048780487805,16.3247100802855,MFN2,1.30250117980179,0.901941064065171,0.767753623188406,0.692468519838441,0.596341463414634,0.537864854058377
ENSG00000116691,19.0184049079755,16.5217391304348,5.36585365853659,23.6559139784946,MIIP,1.1511139812722,0.803959843837145,0.868723702664796,0.698418972332016,0.282140047206924,0.226829268292683
ENSG00000048707,46.6257668711656,26.9565217391304,20.9756097560976,50.9961344038061,VPS13D,1.72966554522066,0.91430002325207,0.578146453089245,0.528599315502599,0.44987163029525,0.411317642039394
ENSG00000162496,48.4662576687117,13.0434782608696,17.0731707317073,65.5677655677656,DHRS3,2.8387379491674,0.739178119751859,0.269124931205283,0.19893126062667,0.352269218894721,0.260389698869056
ENSG00000162493,41.1042944785276,52.1739130434783,12.1951219512195,76.4971751412429,PDPN,0.787832310838446,0.537330880553869,1.26930564568462,0.682037120287714,0.233739837398374,0.159419245595706
ENSG00000116731,51.5337423312883,37.3913043478261,18.5365853658537,40.890522875817,PRDM2,1.37822799258097,1.2602857265434,0.725569358178054,0.914424705729054,0.359698025551684,0.453322287468629
ENSG00000189337,26.3803680981595,33.0434782608696,9.26829268292683,43.75,KAZN,0.79835324507588,0.602979842243646,1.2525783619818,0.75527950310559,0.280487804878049,0.21184668989547
ENSG00000171729,32.5153374233129,27.8260869565217,6.34146341463415,23.4463276836158,TMEM51,1.16851993865031,1.38679872865696,0.855783429040197,1.18679937139864,0.195029912563277,0.27046723479283
ENSG00000142634,26.9938650306748,24.3478260869565,8.29268292682927,33.3333333333333,EFHD2,1.10867659947415,0.809815950920245,0.90197628458498,0.730434782608696,0.307206208425721,0.248780487804878
ENSG00000116138,17.7914110429448,14.7826086956522,5.36585365853659,34.4771241830065,DNAJC16,1.20353662937568,0.516035239729015,0.830884557721139,0.428765711930764,0.301597981497056,0.15563518668362
ENSG00000197312,35.5828220858896,20,10.2439024390244,29.656862745098,DDI2,1.77914110429448,1.19981747198702,0.562068965517241,0.674380165289256,0.287888982338099,0.345414231001814
ENSG00000116786,22.6993865030675,21.7391304347826,10.2439024390244,20.7836456558773,PLEKHM2,1.0441717791411,1.09217539977874,0.957696827262045,1.04597291518175,0.451285431773237,0.492882846861255
ENSG00000162458,68.7116564417178,48.695652173913,25.3658536585366,39.7668393782383,FBLIM1,1.41104294478528,1.72786315221518,0.708695652173913,1.22452910352641,0.369163763066202,0.637864463335187
ENSG00000233954,38.0368098159509,14.7826086956522,10.7317073170732,36.8279569892473,UQCRHL,2.57307831107903,1.03282432492947,0.388639551192146,0.40139638210092,0.282140047206924,0.29140110379206
ENSG00000179743,12.2699386503067,7.82608695652174,1.46341463414634,10.9477124183007,AL450998.2,1.56782549420586,1.12077648566981,0.637826086956522,0.714860480207657,0.119268292682927,0.133673097925009
ENSG00000065526,50.3067484662577,40,14.6341463414634,40.7271241830065,SPEN,1.25766871165644,1.23521484699497,0.795121951219512,0.982146439317954,0.290898274836407,0.359321868043154
ENSG00000116809,12.2699386503067,11.304347826087,2.4390243902439,12.5183016105417,ZBTB17,1.08541764983483,0.980160011480644,0.921304347826087,0.903025680142385,0.198780487804878,0.194836685208957
ENSG00000173641,43.558282208589,4.34782608695652,17.0731707317073,17.2927461139896,HSPB7,2.5512708150745,2.51887594494612,0.0998162890385793,0.251424849373066,0.391961525249055,0.987302457294236
ENSG00000142627,20.2453987730061,16.5217391304348,4.39024390243902,44.1391941391941,EPHA2,1.22537939941879,0.458671690044039,0.816073781291173,0.374309940465452,0.216851441241685,0.0994636170428094
ENSG00000037637,46.0122699386503,22.6086956521739,14.6341463414634,23.8500851788756,FBXO42,2.0351580934403,1.92922874671341,0.49136231884058,0.947950310559006,0.318048780487805,0.613588850174216
ENSG00000055070,58.2822085889571,43.4782608695652,17.5609756097561,38.1720430107527,SZRD1,1.34049079754601,1.52682968979521,0.745995423340961,1.13900796080833,0.301309370988447,0.460048093438681
ENSG00000157191,25.1533742331288,24.3478260869565,3.90243902439024,27.7385159010601,NECAP2,1.03308501314636,0.906803172990505,0.967974549310711,0.877762392689006,0.155145746579417,0.140686655274196
ENSG00000219481,19.6319018404908,6.95652173913043,4.39024390243902,12.0967741935484,NBPF1,2.82208588957055,1.62290388548057,0.354347826086957,0.575072463768116,0.223628048780488,0.362926829268293
ENSG00000058453,22.0858895705521,13.9130434782609,3.41463414634146,50.3676470588235,CROCC,1.58742331288344,0.438493573955488,0.629951690821256,0.276229768327515,0.154607046070461,0.0677941961901371
ENSG00000238142,15.9509202453988,7.82608695652174,4.39024390243902,18.2795698924731,BX284668.5,2.03817314246762,0.872609166365933,0.490635451505017,0.428132992327366,0.275234521575985,0.240172166427547
ENSG00000117122,41.1042944785276,50.4347826086956,12.6829268292683,45.9677419354839,MFAP2,0.814998942246668,0.894198686901302,1.22699545749513,1.09717772692601,0.251471825063078,0.275909285408644
ENSG00000117118,44.7852760736196,36.5217391304348,13.6585365853659,46.8864468864469,SDHB,1.22626351153959,0.955185966257669,0.815485407980941,0.778940217391304,0.304978282659539,0.291310975609756
ENSG00000179051,12.2699386503067,18.2608695652174,7.80487804878049,21.6117216117216,RCC2,0.671925211802512,0.567744618904024,1.48826086956522,0.844952100221076,0.427409988385598,0.361140967341877
ENSG00000074964,25.1533742331288,13.0434782608696,6.82926829268293,17.5824175824176,ARHGEF10L,1.92842535787321,1.4305981595092,0.518557794273595,0.741847826086956,0.27150505651398,0.388414634146341
ENSG00000117154,24.5398773006135,4.34782608695652,6.34146341463415,1.29449838187702,IGSF21,3.86974988201982,18.9570552147239,0.177173913043478,3.35869565217391,0.258414634146341,4.89878048780488
ENSG00000127481,67.4846625766871,46.0869565217391,19.5121951219512,30.187908496732,UBR4,1.46428984836208,2.23548652216144,0.682924901185771,1.52666941224922,0.289135254988914,0.646357965609426
ENSG00000127463,14.7239263803681,13.9130434782609,6.82926829268293,14.7849462365591,EMC1,1.05828220858896,0.995872838817624,0.944927536231884,0.94102766798419,0.463821138211382,0.461906873614191
ENSG00000053372,13.4969325153374,18.2608695652174,4.39024390243902,40.0471142520612,MRTO4,0.739117732982764,0.337026344280043,1.35296442687747,0.455984654731458,0.240418118466899,0.109626972740316
ENSG00000053371,60.7361963190184,53.9130434782609,21.9512195121951,50,AKR7A2,1.12655848011083,1.21472392638037,0.887659200702679,1.07826086956522,0.361419068736142,0.439024390243902
ENSG00000040487,16.5644171779141,14.7826086956522,4.8780487804878,11.2903225806452,SLC66A1,1.12053410321184,1.46713409290096,0.892431561996779,1.30931677018634,0.294489611562782,0.43205574912892
ENSG00000077549,96.319018404908,88.695652173913,52.1951219512195,71.2454212454212,CAPZB,1.08594971731024,1.35193275190436,0.920852949321518,1.24493126187549,0.541898399875719,0.732610194996552
ENSG00000173436,72.3926380368098,61.7391304347826,45.3658536585366,61.4252061248528,MICOS10,1.17255681327227,1.17854937091566,0.852837140751658,1.00511067572637,0.626663910706904,0.738554357739167
ENSG00000158747,82.2085889570552,84.3478260869565,49.2682926829268,77.2625280478684,NBL1,0.974637910315603,1.06401629656905,1.02602206359507,1.09170419630456,0.5841086245914,0.637673836564116
ENSG00000162542,15.9509202453988,8.69565217391304,5.85365853658537,24.9084249084249,TMCO4,1.83435582822086,0.640382533381451,0.545150501672241,0.349104859335038,0.366979362101313,0.235007173601148
ENSG00000169914,14.7239263803681,6.08695652173913,5.36585365853659,11.0615521855486,OTUD3,2.41893076248904,1.33109044132199,0.413405797101449,0.550280504908836,0.364430894308943,0.485090479937057
ENSG00000162545,25.1533742331288,29.5652173913043,8.78048780487805,42.1632124352332,CAMK2N1,0.850775893179358,0.596571579354085,1.17539766702015,0.701208842583317,0.296987087517934,0.208249971900641
ENSG00000090432,20.8588957055215,14.7826086956522,3.41463414634146,11.9774011299435,MUL1,1.41104294478528,1.74152100937609,0.708695652173913,1.23420836751436,0.163701578192253,0.28508973768983
ENSG00000158828,47.8527607361963,23.4782608695652,15.609756097561,21.2454212454212,PINK1,2.03817314246762,2.25237994499683,0.490635451505017,1.10509745127436,0.32620387742339,0.734735071488646
ENSG00000244038,47.8527607361963,38.2608695652174,15.1219512195122,61.8279569892473,DDOST,1.25069715560513,0.77396639103761,0.799554069119286,0.61882797731569,0.316010006253909,0.24458112407211
ENSG00000127483,71.7791411042945,58.2608695652174,26.3414634146341,62.3655913978495,HP1BP3,1.23203003387968,1.15094140046541,0.811668524712003,0.934182908545727,0.366979362101313,0.422371740958789
ENSG00000075151,63.1901840490798,46.9565217391304,20,57.3529411764706,EIF4G3,1.3457168825267,1.10177756803524,0.743098353735754,0.818729096989967,0.316504854368932,0.348717948717949
ENSG00000090686,48.4662576687117,43.4782608695652,12.1951219512195,34.6153846153846,USP48,1.11472392638037,1.40013633265167,0.897083104017611,1.256038647343,0.251620870639086,0.35230352303523
ENSG00000142798,14.1104294478528,26.9565217391304,4.39024390243902,62.0141342756184,HSPG2,0.523451415000989,0.227535699928338,1.91039697542533,0.434683512944383,0.162863886703383,0.0707942464040025
ENSG00000070831,65.6441717791411,62.6086956521739,30.7317073170732,72.6737338044758,CDC42,1.04848329925017,0.903272315080888,0.953758634701341,0.861503769995068,0.468155915204012,0.42287227734514
ENSG00000184677,11.0429447852761,10.4347826086957,5.36585365853659,17.0751633986928,ZBTB40,1.05828220858896,0.6467255701999,0.944927536231884,0.611108799667152,0.485907859078591,0.314249037227214
ENSG00000173372,14.1104294478528,22.6086956521739,9.75609756097561,17.531556802244,C1QA,0.624115148655026,0.804858895705521,1.60226843100189,1.2896,0.431519699812383,0.556487804878049
ENSG00000173369,12.2699386503067,17.3913043478261,10.7317073170732,16.2622720897616,C1QB,0.705521472392638,0.754503342619121,1.41739130434783,1.06942647692971,0.617073170731707,0.659914386983456
ENSG00000004487,34.9693251533742,36.5217391304348,9.26829268292683,31.8627450980392,KDM1A,0.95749342681858,1.09749882019821,1.04439359267735,1.14622073578595,0.253774680603949,0.290881801125704
ENSG00000169641,50.3067484662577,42.6086956521739,11.219512195122,58.5983510011779,LUZP1,1.18066858645299,0.858501094429201,0.846977730646872,0.727131308717501,0.223022010707912,0.191464640274543
ENSG00000125944,57.6687116564417,56.5217391304348,20,59.658421672556,HNRNPR,1.02029259084474,0.966648296077374,0.980111008325624,0.947422636164642,0.346808510638298,0.335241855873643
ENSG00000204219,11.0429447852761,8.69565217391304,3.90243902439024,55.6776556776557,TCEA3,1.26993865030675,0.198337100419761,0.78743961352657,0.156178489702517,0.353387533875339,0.0700898587933248
ENSG00000088280,16.5644171779141,10.4347826086957,2.92682926829268,15.9340659340659,ASAP3,1.58742331288344,1.03955997461392,0.629951690821256,0.654872563718141,0.176693766937669,0.183683767872162
ENSG00000117318,49.6932515337423,41.7391304347826,20.4878048780488,88.6336866902238,ID3,1.19056748466258,0.560658744879033,0.839935587761675,0.470917232413694,0.412285456187895,0.231151446398185
ENSG00000142676,83.4355828220859,86.9565217391304,87.3170731707317,100,RPL11,0.955547177571375,0.834355828220859,0.995870779693952,0.869565217391304,1.00414634146341,0.873170731707317
ENSG00000011007,26.3803680981595,16.5217391304348,2.92682926829268,26.6129032258064,ELOA,1.59670649015176,0.991262316415691,0.6262891809909,0.620816864295125,0.110947249007374,0.109977827050998
ENSG00000057757,41.7177914110429,38.2608695652174,15.1219512195122,42.741935483871,PITHD1,1.09035136642499,0.976038893390439,0.917135549872123,0.895159967186218,0.362482065997131,0.353796594569719
ENSG00000011009,14.1104294478528,13.9130434782609,5.85365853658537,34.7630718954248,LYPLA2,1.01418711656442,0.405902835350688,0.98601134215501,0.400224799468656,0.414846235418876,0.168387263191081
ENSG00000117305,24.5398773006135,16.5217391304348,5.36585365853659,18.5866013071895,HMGCL,1.48530836293187,1.32029933256927,0.673260869565217,0.888905876731964,0.218658536585366,0.288694719914232
ENSG00000179163,20.8588957055215,12.1739130434783,1.95121951219512,35.8974358974359,FUCA1,1.71340929009641,0.581069237510955,0.583631713554987,0.339130434782609,0.0935437589670014,0.0543554006968641
ENSG00000189266,62.5766871165644,45.2173913043478,19.0243902439024,65.0537634408602,PNRC2,1.38390750353941,0.961922628403387,0.722591645353794,0.695077254761049,0.304017216642755,0.29244104011288
ENSG00000188529,69.3251533742331,53.0434782608696,26.3414634146341,62.0967741935484,SRSF10,1.30694961279292,1.11640506732531,0.765140438630243,0.854206662902315,0.379969781998705,0.424200190053849
ENSG00000133226,74.2331288343558,65.2173913043478,26.8292682926829,69.7802197802198,SRRM1,1.13824130879346,1.06381334235061,0.878548329141214,0.93461143444026,0.361419068736142,0.38448242750144
ENSG00000169504,95.7055214723926,76.5217391304348,48.2926829268293,79.5698924731183,CLIC4,1.25069715560513,1.20278560769358,0.799554069119286,0.961692126909518,0.504596622889306,0.606921555702044
ENSG00000117614,39.8773006134969,41.7391304347826,21.4634146341463,54.4689119170985,SYF2,0.955393660531697,0.732111202702012,1.0466889632107,0.76629271571111,0.514227642276423,0.394048896493721
ENSG00000117616,47.239263803681,44.3478260869565,14.1463414634146,61.1721611721612,RSRP1,1.06519908576928,0.772234671760773,0.938791643139469,0.724967456391565,0.29946151409566,0.231254564042646
ENSG00000183726,58.2822085889571,56.5217391304348,25.3658536585366,71.7741935483871,TMEM50A,1.03114676734309,0.812021782587716,0.969794050343249,0.787493893502687,0.435224646983312,0.353411893669498
